编号,精灵名称,来源,习得等级,技能属性,技能名,能耗,类别,威力
NO040,晶石蜗,血脉技能,,恶,等价交换,3,防御,0
NO040,晶石蜗,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO040,晶石蜗,血脉技能,,电,集中,2,防御,0
NO040,晶石蜗,血脉技能,,武,反击拳,2,物攻,25
NO040,晶石蜗,血脉技能,,火,火焰护盾,2,防御,0
NO040,晶石蜗,血脉技能,,幽,虚化,2,防御,0
NO040,晶石蜗,血脉技能,,草,酶浓度调整,3,防御,0
NO040,晶石蜗,血脉技能,,冰,雪替身,2,防御,0
NO040,晶石蜗,血脉技能,,虫,尾后针,2,物攻,80
NO040,晶石蜗,血脉技能,,光,折线冲击,2,物攻,80
NO040,晶石蜗,血脉技能,,机械,离子震荡,3,魔攻,90
NO040,晶石蜗,血脉技能,,萌,魅惑,1,魔攻,60
NO040,晶石蜗,血脉技能,,幻,冥想,3,防御,0
NO040,晶石蜗,血脉技能,,地,泥巴喷射,1,魔攻,60
NO040,晶石蜗,血脉技能,,毒,溃烂触碰,1,物攻,60
NO040,晶石蜗,血脉技能,,水,水泡盾,2,防御,0
NO040,晶石蜗,血脉技能,,翼,风墙,2,防御,0
NO040,晶石蜗,可学技能石,,普通,偷袭,3,物攻,85
NO040,晶石蜗,可学技能石,,地,刺盾,2,防御,0
NO040,晶石蜗,可学技能石,,普通,后发制人,3,物攻,155
NO040,晶石蜗,可学技能石,,普通,嗜痛,2,防御,0
NO040,晶石蜗,可学技能石,,普通,复写,0,状态,0
NO040,晶石蜗,可学技能石,,光,天光,3,魔攻,95
NO040,晶石蜗,可学技能石,,萌,捧杀,4,防御,0
NO040,晶石蜗,可学技能石,,萌,月光合奏,3,物攻,30
NO040,晶石蜗,可学技能石,,普通,有效预防,1,防御,0
NO040,晶石蜗,可学技能石,,萌,破罐破摔,3,魔攻,80
NO040,晶石蜗,可学技能石,,普通,耀眼,1,状态,0
NO040,晶石蜗,可学技能石,,草,蜡质膜,2,防御,0
NO040,晶石蜗,可学技能石,,普通,血气,2,防御,0
NO040,晶石蜗,可学技能石,,普通,逆袭,3,物攻,100
NO040,晶石蜗,可学技能石,,地,遁地,3,防御,0
NO040,晶石蜗,可学技能石,,普通,锐利眼神,2,状态,0
NO040,晶石蜗,可学技能石,,普通,防御,1,防御,0
NO040,晶石蜗,可学技能石,,地,震击,3,物攻,80
NO040,晶石蜗,精灵技能,LV1,普通,魔法增效,0,状态,0
NO040,晶石蜗,精灵技能,LV1,光,脉冲光线,0,魔攻,40
NO040,晶石蜗,精灵技能,LV6,地,淤泥表皮,2,防御,0
NO040,晶石蜗,精灵技能,LV12,地,泥浆,0,魔攻,40
NO040,晶石蜗,精灵技能,LV17,光,漫反射,1,状态,0
NO040,晶石蜗,精灵技能,LV25,光,透射,1,物攻,60
NO040,晶石蜗,精灵技能,LV26,地,蓄势待发,4,状态,0
NO040,晶石蜗,精灵技能,LV33,地,壁垒,2,防御,0
NO040,晶石蜗,精灵技能,LV34,地,扬沙,1,物攻,60
NO040,晶石蜗,精灵技能,LV38,地,跺地,2,物攻,80
NO040,晶石蜗,精灵技能,LV40,光,镜像反射,1,防御,0
NO040,晶石蜗,精灵技能,LV44,普通,音波弹,1,魔攻,60
NO040,晶石蜗,精灵技能,LV48,光,闪光冲击,3,物攻,100
NO040,晶石蜗,精灵技能,LV49,地,地刺,3,物攻,95
NO040,晶石蜗,血脉技能,,普通,防反,2,防御,0
NO040,晶石蜗,血脉技能,,恶,等价交换,3,防御,0
NO040,晶石蜗,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO040,晶石蜗,血脉技能,,电,集中,2,防御,0
NO040,晶石蜗,血脉技能,,武,反击拳,2,物攻,25
NO040,晶石蜗,血脉技能,,火,淬火,4,防御,0
NO040,晶石蜗,血脉技能,,幽,虚化,2,防御,0
NO040,晶石蜗,血脉技能,,草,蜡质膜,2,防御,0
NO040,晶石蜗,血脉技能,,冰,雪替身,2,防御,0
NO040,晶石蜗,血脉技能,,虫,尾后针,2,物攻,80
NO040,晶石蜗,血脉技能,,光,折线冲击,2,物攻,80
NO040,晶石蜗,血脉技能,,机械,离子震荡,3,魔攻,90
NO040,晶石蜗,血脉技能,,萌,魅惑,1,魔攻,60
NO040,晶石蜗,血脉技能,,幻,冥想,3,防御,0
NO040,晶石蜗,血脉技能,,地,泥巴喷射,1,魔攻,60
NO040,晶石蜗,血脉技能,,毒,溃烂触碰,1,物攻,60
NO040,晶石蜗,血脉技能,,水,水泡盾,2,防御,0
NO040,晶石蜗,血脉技能,,翼,风墙,2,防御,0
NO040,晶石蜗,可学技能石,,普通,偷袭,3,物攻,85
NO040,晶石蜗,可学技能石,,地,刺盾,2,防御,0
NO040,晶石蜗,可学技能石,,普通,后发制人,3,物攻,155
NO040,晶石蜗,可学技能石,,火,吹火,1,物攻,50
NO040,晶石蜗,可学技能石,,普通,嗜痛,2,防御,0
NO040,晶石蜗,可学技能石,,普通,复写,0,状态,0
NO040,晶石蜗,可学技能石,,光,天光,3,魔攻,95
NO040,晶石蜗,可学技能石,,普通,有效预防,1,防御,0
NO040,晶石蜗,可学技能石,,火,火焰护盾,2,防御,0
NO040,晶石蜗,可学技能石,,火,炎枪,3,魔攻,100
NO040,晶石蜗,可学技能石,,普通,耀眼,1,状态,0
NO040,晶石蜗,可学技能石,,恶,虚假破产,2,防御,0
NO040,晶石蜗,可学技能石,,普通,血气,2,防御,0
NO040,晶石蜗,可学技能石,,普通,逆袭,3,物攻,100
NO040,晶石蜗,可学技能石,,地,遁地,3,防御,0
NO040,晶石蜗,可学技能石,,普通,锐利眼神,2,状态,0
NO040,晶石蜗,可学技能石,,普通,防御,1,防御,0
NO040,晶石蜗,可学技能石,,地,震击,3,物攻,80
NO040,晶石蜗,精灵技能,LV1,普通,魔法增效,0,状态,0
NO040,晶石蜗,精灵技能,LV1,光,脉冲光线,0,魔攻,40
NO040,晶石蜗,精灵技能,LV6,地,淤泥表皮,2,防御,0
NO040,晶石蜗,精灵技能,LV12,地,泥浆,0,魔攻,40
NO040,晶石蜗,精灵技能,LV17,光,漫反射,1,状态,0
NO040,晶石蜗,精灵技能,LV25,光,透射,1,物攻,60
NO040,晶石蜗,精灵技能,LV26,地,蓄势待发,4,状态,0
NO040,晶石蜗,精灵技能,LV33,地,壁垒,2,防御,0
NO040,晶石蜗,精灵技能,LV34,地,扬沙,1,物攻,60
NO040,晶石蜗,精灵技能,LV38,地,跺地,2,物攻,80
NO040,晶石蜗,精灵技能,LV40,光,镜像反射,1,防御,0
NO040,晶石蜗,精灵技能,LV44,普通,音波弹,1,魔攻,60
NO040,晶石蜗,精灵技能,LV48,光,闪光冲击,3,物攻,100
NO040,晶石蜗,精灵技能,LV49,地,地刺,3,物攻,95
NO040,晶石蜗,血脉技能,,普通,防反,2,防御,0
NO040,晶石蜗,血脉技能,,恶,等价交换,3,防御,0
NO040,晶石蜗,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO040,晶石蜗,血脉技能,,电,集中,2,防御,0
NO040,晶石蜗,血脉技能,,武,反击拳,2,物攻,25
NO040,晶石蜗,血脉技能,,火,火焰护盾,2,防御,0
NO040,晶石蜗,血脉技能,,幽,虚化,2,防御,0
NO040,晶石蜗,血脉技能,,草,蜡质膜,2,防御,0
NO040,晶石蜗,血脉技能,,冰,雪替身,2,防御,0
NO040,晶石蜗,血脉技能,,虫,尾后针,2,物攻,80
NO040,晶石蜗,血脉技能,,光,折线冲击,2,物攻,80
NO040,晶石蜗,血脉技能,,机械,离子震荡,3,魔攻,90
NO040,晶石蜗,血脉技能,,萌,魅惑,1,魔攻,60
NO040,晶石蜗,血脉技能,,幻,冥想,3,防御,0
NO040,晶石蜗,血脉技能,,地,泥巴喷射,1,魔攻,60
NO040,晶石蜗,血脉技能,,毒,溃烂触碰,1,物攻,60
NO040,晶石蜗,血脉技能,,水,水泡盾,2,防御,0
NO040,晶石蜗,血脉技能,,翼,风墙,2,防御,0
NO040,晶石蜗,可学技能石,,毒,不可接触,1,防御,0
NO040,晶石蜗,可学技能石,,普通,偷袭,3,物攻,85
NO040,晶石蜗,可学技能石,,地,刺盾,2,防御,0
NO040,晶石蜗,可学技能石,,普通,后发制人,3,物攻,155
NO040,晶石蜗,可学技能石,,普通,嗜痛,2,防御,0
NO040,晶石蜗,可学技能石,,普通,复写,0,状态,0
NO040,晶石蜗,可学技能石,,光,天光,3,魔攻,95
NO040,晶石蜗,可学技能石,,幽,恐吓,2,魔攻,80
NO040,晶石蜗,可学技能石,,幽,报复,2,防御,0
NO040,晶石蜗,可学技能石,,普通,有效预防,1,防御,0
NO040,晶石蜗,可学技能石,,幽,灵光,3,魔攻,25
NO040,晶石蜗,可学技能石,,普通,耀眼,1,状态,0
NO040,晶石蜗,可学技能石,,普通,血气,2,防御,0
NO040,晶石蜗,可学技能石,,普通,逆袭,3,物攻,100
NO040,晶石蜗,可学技能石,,地,遁地,3,防御,0
NO040,晶石蜗,可学技能石,,普通,锐利眼神,2,状态,0
NO040,晶石蜗,可学技能石,,普通,防御,1,防御,0
NO040,晶石蜗,可学技能石,,地,震击,3,物攻,80
NO040,晶石蜗,精灵技能,LV1,普通,魔法增效,0,状态,0
NO040,晶石蜗,精灵技能,LV1,光,脉冲光线,0,魔攻,40
NO040,晶石蜗,精灵技能,LV6,地,淤泥表皮,2,防御,0
NO040,晶石蜗,精灵技能,LV12,地,泥浆,0,魔攻,40
NO040,晶石蜗,精灵技能,LV17,光,漫反射,1,状态,0
NO040,晶石蜗,精灵技能,LV25,光,透射,1,物攻,60
NO040,晶石蜗,精灵技能,LV26,地,蓄势待发,4,状态,0
NO040,晶石蜗,精灵技能,LV33,地,壁垒,2,防御,0
NO040,晶石蜗,精灵技能,LV34,地,扬沙,1,物攻,60
NO040,晶石蜗,精灵技能,LV38,地,跺地,2,物攻,80
NO040,晶石蜗,精灵技能,LV40,光,镜像反射,1,防御,0
NO040,晶石蜗,精灵技能,LV44,普通,音波弹,1,魔攻,60
NO040,晶石蜗,精灵技能,LV48,光,闪光冲击,3,物攻,100
NO040,晶石蜗,精灵技能,LV49,地,地刺,3,物攻,95
NO040,晶石蜗,血脉技能,,普通,防反,2,防御,0
NO040,晶石蜗,血脉技能,,恶,等价交换,3,防御,0
NO040,晶石蜗,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO040,晶石蜗,血脉技能,,电,集中,2,防御,0
NO040,晶石蜗,血脉技能,,武,反击拳,2,物攻,25
NO040,晶石蜗,血脉技能,,火,火焰护盾,2,防御,0
NO040,晶石蜗,血脉技能,,幽,虚化,2,防御,0
NO040,晶石蜗,血脉技能,,草,蜡质膜,2,防御,0
NO040,晶石蜗,血脉技能,,冰,雪替身,2,防御,0
NO040,晶石蜗,血脉技能,,虫,尾后针,2,物攻,80
NO040,晶石蜗,血脉技能,,光,折线冲击,2,物攻,80
NO040,晶石蜗,血脉技能,,机械,离子震荡,3,魔攻,90
NO040,晶石蜗,血脉技能,,萌,魅惑,1,魔攻,60
NO040,晶石蜗,血脉技能,,幻,超维投射,4,状态,0
NO040,晶石蜗,血脉技能,,地,泥巴喷射,1,魔攻,60
NO040,晶石蜗,血脉技能,,毒,溃烂触碰,1,物攻,60
NO040,晶石蜗,血脉技能,,水,水泡盾,2,防御,0
NO040,晶石蜗,血脉技能,,翼,风墙,2,防御,0
NO040,晶石蜗,可学技能石,,普通,偷袭,3,物攻,85
NO040,晶石蜗,可学技能石,,幻,冥想,3,防御,0
NO040,晶石蜗,可学技能石,,地,刺盾,2,防御,0
NO040,晶石蜗,可学技能石,,普通,后发制人,3,物攻,155
NO040,晶石蜗,可学技能石,,普通,嗜痛,2,防御,0
NO040,晶石蜗,可学技能石,,普通,复写,0,状态,0
NO040,晶石蜗,可学技能石,,幻,大爆炸,3,魔攻,100
NO040,晶石蜗,可学技能石,,光,天光,3,魔攻,95
NO040,晶石蜗,可学技能石,,普通,有效预防,1,防御,0
NO040,晶石蜗,可学技能石,,幻,空间压迫,3,物攻,70
NO040,晶石蜗,可学技能石,,普通,耀眼,1,状态,0
NO040,晶石蜗,可学技能石,,机械,能量守恒,2,防御,0
NO040,晶石蜗,可学技能石,,普通,血气,2,防御,0
NO040,晶石蜗,可学技能石,,普通,逆袭,3,物攻,100
NO040,晶石蜗,可学技能石,,地,遁地,3,防御,0
NO040,晶石蜗,可学技能石,,普通,锐利眼神,2,状态,0
NO040,晶石蜗,可学技能石,,普通,防御,1,防御,0
NO040,晶石蜗,可学技能石,,地,震击,3,物攻,80
NO040,晶石蜗,精灵技能,LV1,普通,魔法增效,0,状态,0
NO040,晶石蜗,精灵技能,LV1,光,脉冲光线,0,魔攻,40
NO040,晶石蜗,精灵技能,LV6,地,淤泥表皮,2,防御,0
NO040,晶石蜗,精灵技能,LV12,地,泥浆,0,魔攻,40
NO040,晶石蜗,精灵技能,LV17,光,漫反射,1,状态,0
NO040,晶石蜗,精灵技能,LV25,光,透射,1,物攻,60
NO040,晶石蜗,精灵技能,LV26,地,蓄势待发,4,状态,0
NO040,晶石蜗,精灵技能,LV33,地,壁垒,2,防御,0
NO040,晶石蜗,精灵技能,LV34,地,扬沙,1,物攻,60
NO040,晶石蜗,精灵技能,LV38,地,跺地,2,物攻,80
NO040,晶石蜗,精灵技能,LV40,光,镜像反射,1,防御,0
NO040,晶石蜗,精灵技能,LV44,普通,音波弹,1,魔攻,60
NO040,晶石蜗,精灵技能,LV48,光,闪光冲击,3,物攻,100
NO040,晶石蜗,精灵技能,LV49,地,地刺,3,物攻,95
NO040,晶石蜗,血脉技能,,普通,防反,2,防御,0
NO040,晶石蜗,血脉技能,,恶,等价交换,3,防御,0
NO040,晶石蜗,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO040,晶石蜗,血脉技能,,电,集中,2,防御,0
NO040,晶石蜗,血脉技能,,武,反击拳,2,物攻,25
NO040,晶石蜗,血脉技能,,火,火焰护盾,2,防御,0
NO040,晶石蜗,血脉技能,,幽,虚化,2,防御,0
NO040,晶石蜗,血脉技能,,草,蜡质膜,2,防御,0
NO040,晶石蜗,血脉技能,,冰,雪替身,2,防御,0
NO040,晶石蜗,血脉技能,,虫,尾后针,2,物攻,80
NO040,晶石蜗,血脉技能,,光,折线冲击,2,物攻,80
NO040,晶石蜗,血脉技能,,机械,离子震荡,3,魔攻,90
NO040,晶石蜗,血脉技能,,萌,魅惑,1,魔攻,60
NO040,晶石蜗,血脉技能,,幻,冥想,3,防御,0
NO040,晶石蜗,血脉技能,,地,泥巴喷射,1,魔攻,60
NO040,晶石蜗,血脉技能,,毒,溃烂触碰,1,物攻,60
NO040,晶石蜗,血脉技能,,水,水泡盾,2,防御,0
NO040,晶石蜗,血脉技能,,翼,风墙,2,防御,0
NO040,晶石蜗,可学技能石,,电,交叉闪电,3,物攻,100
NO040,晶石蜗,可学技能石,,普通,偷袭,3,物攻,85
NO040,晶石蜗,可学技能石,,地,刺盾,2,防御,0
NO040,晶石蜗,可学技能石,,普通,后发制人,3,物攻,155
NO040,晶石蜗,可学技能石,,普通,嗜痛,2,防御,0
NO040,晶石蜗,可学技能石,,普通,复写,0,状态,0
NO040,晶石蜗,可学技能石,,光,天光,3,魔攻,95
NO040,晶石蜗,可学技能石,,普通,有效预防,1,防御,0
NO040,晶石蜗,可学技能石,,电,电磁偏转,3,防御,0
NO040,晶石蜗,可学技能石,,武,硬门,2,防御,0
NO040,晶石蜗,可学技能石,,普通,耀眼,1,状态,0
NO040,晶石蜗,可学技能石,,普通,血气,2,防御,0
NO040,晶石蜗,可学技能石,,电,超导,3,魔攻,95
NO040,晶石蜗,可学技能石,,普通,逆袭,3,物攻,100
NO040,晶石蜗,可学技能石,,地,遁地,3,防御,0
NO040,晶石蜗,可学技能石,,普通,锐利眼神,2,状态,0
NO040,晶石蜗,可学技能石,,普通,防御,1,防御,0
NO040,晶石蜗,可学技能石,,地,震击,3,物攻,80
NO044,丢丢,精灵技能,LV1,普通,力量增效,1,状态,0
NO044,丢丢,精灵技能,LV1,地,落石,1,物攻,55
NO044,丢丢,精灵技能,LV8,地,震击,3,物攻,80
NO044,丢丢,精灵技能,LV9,地,石肤术,3,状态,0
NO044,丢丢,精灵技能,LV11,草,筛管奔流,3,物攻,80
NO044,丢丢,精灵技能,LV16,草,富养化,3,状态,0
NO044,丢丢,精灵技能,LV21,草,顶端优势,3,物攻,100
NO044,丢丢,精灵技能,LV24,草,丰饶,3,状态,0
NO044,丢丢,精灵技能,LV31,普通,天旋地转,3,物攻,60
NO044,丢丢,精灵技能,LV33,草,盛开,1,状态,0
NO044,丢丢,精灵技能,LV34,草,孢子爆散,3,物攻,30
NO044,丢丢,精灵技能,LV44,地,地刺,3,物攻,95
NO044,丢丢,精灵技能,LV48,草,抽枝,4,物攻,90
NO044,丢丢,血脉技能,,普通,猛烈撞击,1,物攻,65
NO044,丢丢,血脉技能,,恶,恶能量,1,物攻,60
NO044,丢丢,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO044,丢丢,血脉技能,,电,球状闪电,1,物攻,60
NO044,丢丢,血脉技能,,武,缠丝劲,1,物攻,25
NO044,丢丢,血脉技能,,火,火焰冲锋,1,物攻,60
NO044,丢丢,血脉技能,,幽,灵媒,3,魔攻,100
NO044,丢丢,血脉技能,,草,荆棘爪,2,物攻,80
NO044,丢丢,血脉技能,,冰,冰爪,2,物攻,80
NO044,丢丢,血脉技能,,虫,噬心,1,物攻,60
NO044,丢丢,血脉技能,,光,透射,1,物攻,60
NO044,丢丢,血脉技能,,机械,械斗,1,物攻,45
NO044,丢丢,血脉技能,,萌,碰爪,1,物攻,60
NO044,丢丢,血脉技能,,幻,星云漩涡,1,物攻,60
NO044,丢丢,血脉技能,,地,跺地,2,物攻,80
NO044,丢丢,血脉技能,,毒,毒沼,2,物攻,80
NO044,丢丢,血脉技能,,水,泡沫,1,物攻,60
NO044,丢丢,血脉技能,,翼,风矢,2,物攻,80
NO044,丢丢,可学技能石,,普通,取念,0,状态,0
NO044,丢丢,可学技能石,,普通,垂死反击,4,物攻,80
NO044,丢丢,可学技能石,,虫,尾后针,2,物攻,80
NO044,丢丢,可学技能石,,地,岩脉崩毁,4,物攻,120
NO044,丢丢,可学技能石,,普通,摇篮曲,5,状态,0
NO044,丢丢,可学技能石,,普通,晒太阳,1,状态,0
NO044,丢丢,可学技能石,,普通,热身运动,2,状态,0
NO044,丢丢,可学技能石,,虫,虫击,3,物攻,90
NO044,丢丢,可学技能石,,虫,虫群智慧,3,状态,0
NO044,丢丢,可学技能石,,普通,连续爪击,2,物攻,30
NO044,丢丢,可学技能石,,地,钧势,3,状态,0
NO044,丢丢,可学技能石,,普通,防御,1,防御,0
NO044,丢丢,可学技能石,,恶,魔爪,0,物攻,30
NO044,丢丢,精灵技能,LV1,冰,冰锥,0,物攻,40
NO044,丢丢,精灵技能,LV1,普通,力量增效,1,状态,0
NO044,丢丢,精灵技能,LV1,草,筛管奔流,3,物攻,80
NO044,丢丢,精灵技能,LV3,冰,冰捆缚,3,状态,0
NO044,丢丢,精灵技能,LV4,草,顶端优势,3,物攻,100
NO044,丢丢,精灵技能,LV11,草,丰饶,3,状态,0
NO044,丢丢,精灵技能,LV17,冰,暴风雪,3,物攻,85
NO044,丢丢,精灵技能,LV23,冰,速冻,4,状态,0
NO044,丢丢,精灵技能,LV26,普通,天旋地转,3,物攻,60
NO044,丢丢,精灵技能,LV28,草,盛开,1,状态,0
NO044,丢丢,精灵技能,LV33,草,孢子爆散,3,物攻,30
NO044,丢丢,精灵技能,LV34,冰,冰雹,4,物攻,105
NO044,丢丢,精灵技能,LV37,草,抽枝,4,物攻,90
NO044,丢丢,精灵技能,LV40,冰,冬至,7,状态,0
NO044,丢丢,血脉技能,,普通,猛烈撞击,1,物攻,65
NO044,丢丢,血脉技能,,恶,恶能量,1,物攻,60
NO044,丢丢,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO044,丢丢,血脉技能,,电,球状闪电,1,物攻,60
NO044,丢丢,血脉技能,,武,缠丝劲,1,物攻,25
NO044,丢丢,血脉技能,,火,火焰冲锋,1,物攻,60
NO044,丢丢,血脉技能,,幽,灵媒,3,魔攻,100
NO044,丢丢,血脉技能,,草,荆棘爪,2,物攻,80
NO044,丢丢,血脉技能,,冰,冰爪,2,物攻,80
NO044,丢丢,血脉技能,,虫,噬心,1,物攻,60
NO044,丢丢,血脉技能,,光,透射,1,物攻,60
NO044,丢丢,血脉技能,,机械,械斗,1,物攻,45
NO044,丢丢,血脉技能,,萌,碰爪,1,物攻,60
NO044,丢丢,血脉技能,,幻,星云漩涡,1,物攻,60
NO044,丢丢,血脉技能,,地,跺地,2,物攻,80
NO044,丢丢,血脉技能,,毒,毒沼,2,物攻,80
NO044,丢丢,血脉技能,,水,泡沫,1,物攻,60
NO044,丢丢,血脉技能,,翼,风矢,2,物攻,80
NO044,丢丢,可学技能石,,冰,冰晶坠,4,物攻,90
NO044,丢丢,可学技能石,,普通,取念,0,状态,0
NO044,丢丢,可学技能石,,普通,垂死反击,4,物攻,80
NO044,丢丢,可学技能石,,草,富养化,3,状态,0
NO044,丢丢,可学技能石,,虫,尾后针,2,物攻,80
NO044,丢丢,可学技能石,,普通,摇篮曲,5,状态,0
NO044,丢丢,可学技能石,,普通,晒太阳,1,状态,0
NO044,丢丢,可学技能石,,普通,热身运动,2,状态,0
NO044,丢丢,可学技能石,,虫,虫击,3,物攻,90
NO044,丢丢,可学技能石,,虫,虫群智慧,3,状态,0
NO044,丢丢,可学技能石,,普通,连续爪击,2,物攻,30
NO044,丢丢,可学技能石,,普通,防御,1,防御,0
NO044,丢丢,可学技能石,,恶,魔爪,0,物攻,30
NO045,卡卡虫,精灵技能,LV1,普通,力量增效,1,状态,0
NO045,卡卡虫,精灵技能,LV1,地,落石,1,物攻,55
NO045,卡卡虫,精灵技能,LV8,地,震击,3,物攻,80
NO045,卡卡虫,精灵技能,LV9,地,石肤术,3,状态,0
NO045,卡卡虫,精灵技能,LV11,草,筛管奔流,3,物攻,80
NO045,卡卡虫,精灵技能,LV16,草,富养化,3,状态,0
NO045,卡卡虫,精灵技能,LV21,草,顶端优势,3,物攻,100
NO045,卡卡虫,精灵技能,LV24,草,丰饶,3,状态,0
NO045,卡卡虫,精灵技能,LV31,普通,天旋地转,3,物攻,60
NO045,卡卡虫,精灵技能,LV33,草,盛开,1,状态,0
NO045,卡卡虫,精灵技能,LV34,草,孢子爆散,3,物攻,30
NO045,卡卡虫,精灵技能,LV44,地,地刺,3,物攻,95
NO045,卡卡虫,精灵技能,LV48,草,抽枝,4,物攻,90
NO045,卡卡虫,血脉技能,,普通,猛烈撞击,1,物攻,65
NO045,卡卡虫,血脉技能,,恶,恶能量,1,物攻,60
NO045,卡卡虫,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO045,卡卡虫,血脉技能,,电,球状闪电,1,物攻,60
NO045,卡卡虫,血脉技能,,武,缠丝劲,1,物攻,25
NO045,卡卡虫,血脉技能,,火,火焰冲锋,1,物攻,60
NO045,卡卡虫,血脉技能,,幽,灵媒,3,魔攻,100
NO045,卡卡虫,血脉技能,,草,荆棘爪,2,物攻,80
NO045,卡卡虫,血脉技能,,冰,冰爪,2,物攻,80
NO045,卡卡虫,血脉技能,,虫,噬心,1,物攻,60
NO045,卡卡虫,血脉技能,,光,透射,1,物攻,60
NO045,卡卡虫,血脉技能,,机械,械斗,1,物攻,45
NO045,卡卡虫,血脉技能,,萌,碰爪,1,物攻,60
NO045,卡卡虫,血脉技能,,幻,星云漩涡,1,物攻,60
NO045,卡卡虫,血脉技能,,地,跺地,2,物攻,80
NO045,卡卡虫,血脉技能,,毒,毒沼,2,物攻,80
NO045,卡卡虫,血脉技能,,水,泡沫,1,物攻,60
NO045,卡卡虫,血脉技能,,翼,风矢,2,物攻,80
NO045,卡卡虫,可学技能石,,普通,取念,0,状态,0
NO045,卡卡虫,可学技能石,,普通,垂死反击,4,物攻,80
NO045,卡卡虫,可学技能石,,虫,尾后针,2,物攻,80
NO045,卡卡虫,可学技能石,,地,岩脉崩毁,4,物攻,120
NO045,卡卡虫,可学技能石,,普通,摇篮曲,5,状态,0
NO045,卡卡虫,可学技能石,,普通,晒太阳,1,状态,0
NO045,卡卡虫,可学技能石,,普通,热身运动,2,状态,0
NO045,卡卡虫,可学技能石,,虫,虫击,3,物攻,90
NO045,卡卡虫,可学技能石,,虫,虫群智慧,3,状态,0
NO045,卡卡虫,可学技能石,,普通,连续爪击,2,物攻,30
NO045,卡卡虫,可学技能石,,地,钧势,3,状态,0
NO045,卡卡虫,可学技能石,,普通,防御,1,防御,0
NO045,卡卡虫,可学技能石,,恶,魔爪,0,物攻,30
NO045,卡卡虫,精灵技能,LV1,冰,冰锥,0,物攻,40
NO045,卡卡虫,精灵技能,LV1,普通,力量增效,1,状态,0
NO045,卡卡虫,精灵技能,LV1,草,筛管奔流,3,物攻,80
NO045,卡卡虫,精灵技能,LV3,冰,冰捆缚,3,状态,0
NO045,卡卡虫,精灵技能,LV4,草,顶端优势,3,物攻,100
NO045,卡卡虫,精灵技能,LV11,草,丰饶,3,状态,0
NO045,卡卡虫,精灵技能,LV17,冰,暴风雪,3,物攻,85
NO045,卡卡虫,精灵技能,LV23,冰,速冻,4,状态,0
